N,P,K,temperature,humidity,ph,rainfall,label
84,43,40,26.716162,83.05619988,6.780242485,248.176129,rice
23,49,31,25.21367452,71.73023486,6.442999528,118.2821456,maize
39,58,32,25.72916626,71.410377,6.078074572,102.0652511,maize
34,56,30,28.31782781,70.99030495,6.699008032,86.17764257,maize
26,49,29,27.89078836,71.32251415,5.567662684,105.1209509,maize
40,59,33,25.38746075,73.14085491,6.356993686,102.3455353,maize
27,48,31,27.32113188,70.98052133,6.598481641,91.83634338,maize
31,53,29,27.94941834,69.63947633,6.224851483,88.32438657,maize
35,56,31,26.15358753,73.30692686,5.884103241,107.7941178,maize
22,50,31,25.67251148,71.42883783,6.273150239,100.3070997,maize
24,49,30,25.25916361,72.02900356,6.179587409,85.7162059,maize
32,54,30,26.5783939,72.67853787,5.844302166,86.64689944,maize
37,57,31,27.94187409,71.21383621,6.039222239,94.62745142,maize
25,49,30,25.49722819,69.96460266,5.999595393,81.63133156,maize
30,52,31,28.74186674,69.3992242,6.24614755,77.97872726,maize
38,58,32,26.84718554,71.35757617,6.172356518,110.4813099,maize
21,48,29,25.03842575,69.45673001,6.209034157,93.87321794,maize
29,51,30,28.53625055,71.68688977,5.999843267,85.38468109,maize
33,55,30,27.89327893,70.34631728,6.347780552,89.44114036,maize
26,50,31,28.50776886,72.18452951,5.899722301,79.81165834,maize
36,57,31,25.11311442,70.75513133,6.224082217,98.2111241,maize
28,52,30,27.31179544,69.29763648,6.353626675,84.69916737,maize
23,49,31,27.29397283,71.83845767,5.915617134,98.16078805,maize
31,53,29,28.45672989,70.34588592,6.092453685,90.01405557,maize
34,56,30,25.94127229,71.00405352,6.438083434,105.3778742,maize
27,48,31,26.72805803,69.51511739,6.357745068,86.01413527,maize
35,56,31,28.03677357,72.01675118,5.781363254,84.86513251,maize
22,50,31,25.95796466,70.35718443,5.872272443,97.03497999,maize
24,49,30,26.01876174,71.25755091,6.322145326,87.54034251,maize
32,54,30,28.16408744,72.50398459,5.768705098,85.97573444,maize
37,57,31,27.12676703,70.27125221,6.439637986,98.28375085,maize
25,49,30,25.61551947,72.13190707,5.85079224,93.75720612,maize
30,52,31,28.58464792,69.95770533,6.190509496,79.02637736,maize
38,58,32,27.77836558,71.51169014,6.047219285,108.1011325,maize
21,48,29,25.65080819,71.19211278,5.837467826,94.68176158,maize
29,51,30,26.81781769,69.11645345,6.453674252,81.94046621,maize
33,55,30,25.13914622,71.02823326,5.865734225,104.2546059,maize
26,50,31,28.10679286,71.32279241,6.026136788,80.59252629,maize
36,57,31,27.45823035,69.515323,6.330011686,85.13139838,maize
28,52,30,25.69725322,70.44612811,6.160645369,97.42115264,maize
23,49,31,26.77008451,72.39986115,6.440297151,93.45163247,maize
31,53,29,27.823567,69.25045896,6.010471455,87.75778976,maize
34,56,30,25.17461935,71.8690833,5.991677947,105.8601249,maize
27,48,31,28.34176184,70.04054217,6.155118626,79.01400025,maize
35,56,31,26.16412641,71.20240631,5.878724149,107.5988864,maize
22,50,31,27.91332969,69.24530188,6.238516994,83.66448182,maize
24,49,30,25.76101906,72.13837845,6.012697706,93.57287263,maize
32,54,30,28.48343261,71.43480149,5.936114002,80.35614831,maize
37,57,31,26.08297286,70.34870731,5.912979924,101.4051721,maize
25,49,30,28.15030841,71.66864531,6.283323618,78.79271764,maize
30,52,31,27.37314541,69.70716056,5.822565029,92.29546239,maize
38,58,32,25.23201364,71.28413238,6.139472282,103.3909531,maize
21,48,29,27.85098549,71.45385005,6.475641222,88.14174829,maize
29,51,30,25.46345987,69.82352003,6.425290031,96.09298838,maize
33,55,30,27.96489161,72.36329773,6.005874174,84.74382463,maize
26,50,31,25.80467498,70.8494902,5.864082751,99.81603667,maize
36,57,31,28.29885292,69.57952151,6.335005353,81.05540066,maize
28,52,30,26.48617877,72.08181227,6.459547907,91.82222132,maize
23,49,31,27.04350666,70.35058146,5.780929815,97.02716989,maize
31,53,29,25.39735663,71.6984531,6.247311299,100.7671628,maize
34,56,30,28.62357563,69.49320788,6.03317515,78.49510282,maize
27,48,31,26.68200647,72.50411735,6.3881086,90.46410739,maize
35,56,31,25.29909893,69.99053039,5.92588484,101.6033753,maize
22,50,31,27.96812464,71.25012767,6.064516486,82.30347277,maize
24,49,30,25.94902177,69.37459473,6.272613503,94.68563626,maize
32,54,30,28.26762425,72.39590419,6.172178828,80.14355399,maize
37,57,31,26.58367552,70.34383501,5.810415884,102.324927,maize
25,49,30,27.2406009,71.51433895,6.459692609,87.11641496,maize
30,52,31,25.01252041,69.88644226,5.993746535,96.77602156,maize
38,58,32,28.37485633,72.3547861,6.076558835,81.96914171,maize
21,48,29,26.62535063,71.24844676,6.372788234,91.850077,maize
29,51,30,27.77233352,69.67392671,5.856679138,93.14599812,maize
33,55,30,25.53322383,72.35787568,6.416499086,98.80735266,maize
26,50,31,28.41093951,70.31976027,5.82325751,87.74942292,maize
36,57,31,27.13698789,71.23263982,6.05477619,86.4770695,maize
28,52,30,25.67015288,69.43312878,6.472280682,94.33105665,maize
23,49,31,28.5499102,72.45303103,6.007554145,79.23830171,maize
31,53,29,26.77051422,70.35922891,5.930374359,100.0113529,maize
34,56,30,25.42578965,69.84981478,6.448079054,99.52401323,maize
27,48,31,27.89992065,72.290748,5.85876035,88.7241033,maize
35,56,31,25.8601012,69.35848549,6.172963716,97.95963349,maize
22,50,31,28.19388923,71.18836105,6.25189351,82.71953326,maize
24,49,30,26.69268413,69.66643752,5.817074042,95.64643522,maize
32,54,30,27.95493581,72.36089676,6.420864481,81.33024118,maize
37,57,31,25.17905216,70.39685934,5.987197125,101.2190419,maize
25,49,30,28.28934576,71.41197294,6.477521122,86.29072778,maize
30,52,31,26.60277728,69.37172956,5.803898335,93.70486871,maize
38,58,32,27.71782527,72.30393274,6.241296345,83.09343214,maize
21,48,29,25.34168967,71.19387792,6.451494592,90.22889498,maize
29,51,30,28.55692826,69.54744641,5.942934616,86.49905873,maize
33,55,30,26.99835146,72.37141617,6.080121671,96.99146489,maize
26,50,31,25.52124136,70.35892033,5.870961394,98.66530877,maize
36,57,31,28.34693569,69.55848482,6.4139506,81.98455645,maize
28,52,30,27.08476134,71.25724679,5.828088717,92.3796235,maize
23,49,31,25.80899038,72.45673691,6.456307924,92.4575905,maize
31,53,29,28.46372917,69.40982511,5.935555513,84.09434854,maize
34,56,30,26.72835689,69.8390657,5.790531331,104.2313149,maize
27,48,31,25.0531959,72.29894361,6.118287664,95.5500165,maize
35,56,31,28.14482665,71.22197622,6.397403767,80.40680217,maize
22,50,31,26.59112733,69.38325152,5.959803342,97.16101717,maize
24,49,30,27.81682772,72.35557872,6.300838011,84.51952772,maize
32,54,30,25.14874708,70.34518647,5.806555086,106.2194751,maize
37,57,31,28.4107897,69.59442544,6.466262233,78.54344813,maize
25,49,30,26.72369283,71.238314,5.821784594,94.23314437,maize
30,52,31,27.89423262,72.30278063,6.421789992,80.73633717,maize
38,58,32,25.472229,69.85949428,5.931975133,102.5320001,maize
21,48,29,28.52205015,71.18399569,6.452177985,81.89458324,maize
29,51,30,26.83736832,69.54651818,5.940321731,91.1893747,maize
33,55,30,25.78617147,72.35947994,6.19700774,99.65189821,maize
26,50,31,28.37822777,70.31843467,5.869628799,84.73521886,maize
36,57,31,27.20966701,71.2401252,6.064999682,87.42511429,maize
28,52,30,25.59990501,69.45062475,6.47240855,93.29090573,maize
23,49,31,28.49567249,72.45217836,6.001274086,80.23892854,maize
31,53,29,26.745285,70.35888519,5.93406862,99.98784994,maize
34,56,30,25.4016119,69.85007405,6.451296371,98.51482189,maize
27,48,31,27.86472369,72.29110183,5.862441944,89.72197651,maize
35,56,31,25.83604138,69.35944765,6.176042871,96.95243165,maize
22,50,31,28.15879883,71.18916857,6.254669733,83.71617258,maize
24,49,30,26.66863333,69.66733382,5.820554132,94.64266538,maize
32,54,30,27.91984003,72.36138091,6.424345973,82.32688804,maize
37,57,31,25.15499087,70.39775467,5.990477191,100.2137454,maize
25,49,30,28.25426201,71.41265825,6.480888199,87.28736755,maize
30,52,31,26.57872128,69.37259068,5.807077029,92.70117255,maize
38,58,32,27.6827456,72.30451072,6.24476506,84.0890787,maize
21,48,29,25.31763689,71.19463082,6.454864292,91.22554329,maize
29,51,30,28.52184688,69.54828175,5.945963022,87.49569869,maize
33,55,30,26.97428933,72.37200083,6.083484588,96.98611525,maize
26,50,31,25.49718863,70.35976425,5.874132478,97.66152764,maize
36,57,31,28.31185211,69.55931972,6.417222945,82.98019436,maize
28,52,30,27.06069932,71.25798957,5.831359806,91.37683621,maize
23,49,31,25.78491779,72.45731037,6.459676523,93.45423872,maize
31,53,29,28.42864669,69.41065864,5.938683934,85.09098651,maize
34,56,30,26.7042959,69.83989903,5.793699748,103.2266314,maize
27,48,31,25.02913119,72.29951707,6.121555263,96.54666438,maize
35,56,31,28.10974419,71.22270813,6.400765362,81.40243935,maize
22,50,31,26.56706462,69.38408484,5.962963788,96.15723299,maize
24,49,30,27.78174417,72.35615218,6.304101797,85.51516482,maize
32,54,30,25.12468443,70.34601978,5.809715511,105.2147912,maize
37,57,31,28.37570722,69.59525896,6.469623828,79.53908511,maize
25,49,30,26.69963106,71.23904638,5.824945055,93.22935711,maize
30,52,31,27.85915105,72.30335408,6.425062597,81.73197425,maize
38,58,32,25.44816634,69.8603276,5.935135469,101.527316,maize
21,48,29,28.48696768,71.18472812,6.455546593,82.89022031,maize
29,51,30,26.81330562,69.5473515,5.943471196,90.18558744,maize
33,55,30,25.76210882,72.36005341,6.200270446,98.64711403,maize
26,50,31,28.34314521,70.31926798,5.872789174,85.73085594,maize
36,57,31,27.18560432,71.2408576,6.068261288,86.42132704,maize
28,52,30,25.57584231,69.45145807,6.475777159,92.28711848,maize
23,49,31,28.46059092,72.45275183,6.004536703,81.23456562,maize
31,53,29,26.7212223,70.35961751,5.937225109,98.98406269,maize
34,56,30,25.3775622,69.85080737,6.454664398,97.51104871,maize
27,48,31,27.82964114,72.2916743,5.86570455,88.71829237,maize
35,56,31,25.81198168,69.36014213,6.179121957,95.94144655,maize
22,50,31,28.12370843,71.18980849,6.257445956,85.12681194,maize
24,49,30,26.64548254,69.66823009,5.823994222,93.59989454,maize
32,54,30,27.88574406,72.36186502,6.427813465,83.32353489,maize
37,57,31,25.13092958,70.39837397,5.993757252,99.20844937,maize
25,49,30,28.21917826,71.41334355,6.484054275,88.39840732,maize
30,52,31,26.55466527,69.3734518,5.810175723,91.602277,maize
38,58,32,27.647666,72.30508873,6.248233775,85.18501526,maize
21,48,29,25.29368312,71.19536386,6.457432,92.20219162,maize
29,51,30,28.4867655,69.54913709,5.949010428,88.80233866,maize
33,55,30,26.9502272,72.37258549,6.086847505,96.02076562,maize
26,50,31,25.47313589,70.36060823,5.877303558,96.65774652,maize
36,57,31,28.27676853,69.56015362,6.42049529,83.97583226,maize
28,52,30,27.03663731,71.25873235,5.834630895,90.37464892,maize
23,49,31,25.7608452,72.45788182,6.463045122,94.45088694,maize
31,53,29,28.3935642,69.41149217,5.941812354,86.18762448,maize
34,56,30,26.68023492,69.84073235,5.796868165,102.2219479,maize
27,48,31,25.00506648,72.30009053,6.124822863,97.54331227,maize
35,56,31,28.07455273,71.22344004,6.404126956,82.39807653,maize
22,50,31,26.54300191,69.38491816,5.966124234,95.15344879,maize
24,49,30,27.74666062,72.35682563,6.307365593,86.51080192,maize
32,54,30,25.10062179,70.3468531,5.812875936,104.2101072,maize
37,57,31,28.34062474,69.59609248,6.472985424,80.53472209,maize
25,49,30,26.67536929,71.23977875,5.828105516,92.22556985,maize
30,52,31,27.82406948,72.30392754,6.428335202,82.72761132,maize
38,58,32,25.42410367,69.86116093,5.938295805,100.5226319,maize
21,48,29,28.45188318,71.18546056,6.4581092,83.94585638,maize
29,51,30,26.78924292,69.54822484,5.946518591,89.18180019,maize
33,55,30,25.73804617,72.36062687,6.203533151,97.64232985,maize
26,50,31,28.30799266,70.32010129,5.875949549,86.72649302,maize
36,57,31,27.16154163,71.24158999,6.071522894,85.41753979,maize
28,52,30,25.55177961,69.45229138,6.479145768,91.28333123,maize
23,49,31,28.42550935,72.4533253,6.00779932,82.2302027,maize
31,53,29,26.69715971,70.36034983,5.940381598,97.98027544,maize
34,56,30,25.3535125,69.85154069,6.458032426,96.50727554,maize
27,48,31,27.7945586,72.29224677,5.868967156,87.71460823,maize
35,56,31,25.787922,69.3608366,6.182201043,94.93046144,maize
22,50,31,28.08861803,71.19044841,6.260222179,86.5374513,maize
24,49,30,26.62233175,69.66912636,5.827434312,92.5571237,maize
32,54,30,27.85164809,72.36234912,6.431280957,84.32018073,maize
37,57,31,25.10686829,70.39899328,5.997037313,98.20315334,maize
25,49,30,28.18409452,71.41402886,6.487220361,89.50944709,maize
30,52,31,26.53060926,69.37431292,5.813274417,90.50338146,maize
38,58,32,27.6125864,72.30566675,6.25170249,86.28095182,maize
21,48,29,25.26972935,71.1960969,6.459999308,93.17884005,maize
29,51,30,28.45168412,69.54999243,5.952057834,90.10908984,maize
33,55,30,26.92616507,72.37317015,6.090210422,95.055416,maize
26,50,31,25.44908315,70.36145219,5.880474638,95.65396539,maize
36,57,31,28.24168495,69.56098752,6.423767635,84.97147019,maize
28,52,30,27.0125753,71.25947513,5.837902,89.37246164,maize
23,49,31,25.73677261,72.45845327,6.466413721,95.44753515,maize
31,53,29,28.35848171,69.4123257,5.944940775,87.28426242,maize
34,56,30,26.65617394,69.84156568,5.800036582,101.2172644,maize
27,48,31,24.98100177,72.30066399,6.128090462,98.53996016,maize
35,56,31,28.03936127,71.22417195,6.40748855,83.39371372,maize
22,50,31,26.5189392,69.38575148,5.969284681,94.1496646,maize
24,49,30,27.71157707,72.35749908,6.310629389,87.50643902,maize
32,54,30,25.07655915,70.34768641,5.816036364,103.2054233,maize
37,57,31,28.30554226,69.596926,6.476346999,81.53035907,maize
25,49,30,26.65110753,71.24051112,5.831265977,91.2217826,maize
30,52,31,27.7889879,72.30450099,6.431607807,83.72324839,maize
38,58,32,25.40004101,69.86199425,5.941456142,99.51794781,maize
21,48,29,28.41679968,71.18619299,6.460671807,85.00149245,maize
29,51,30,26.76518022,69.54909778,5.949566036,88.17801314,maize
33,55,30,25.71398352,72.36120034,6.206795856,96.63754567,maize
26,50,31,28.27284011,70.32093461,5.879109924,87.72213001,maize
36,57,31,27.13747894,71.24232238,6.0747845,84.41375264,maize
28,52,30,25.52771691,69.45312469,6.482513777,90.27954408,maize
23,49,31,28.39042878,72.45389877,6.011062337,83.22583978,maize
31,53,29,26.67309712,70.36108215,5.943538087,96.97648819,maize
34,56,30,25.3294628,69.8522739,6.461400455,95.50350236,maize
27,48,31,27.75947605,72.29281924,5.872229762,86.71092409,maize
35,56,31,25.76386231,69.36153108,6.185280129,93.91947634,maize
22,50,31,28.05352763,71.19108833,6.262998401,87.94809066,maize
24,49,30,26.59918096,69.67002263,5.830874402,91.51435286,maize
32,54,30,27.81755213,72.36283322,6.434748448,85.31682757,maize
37,57,31,25.08280699,70.39961258,6.000317374,97.19785731,maize
25,49,30,28.14901078,71.41471416,6.490386447,90.62048687,maize
30,52,31,26.50655325,69.37517404,5.816373111,89.40448591,maize
38,58,32,27.5775068,72.30624476,6.255171205,87.37688838,maize
21,48,29,25.24577558,71.19683,6.462566615,94.15548848,maize
29,51,30,28.41660274,69.55084777,5.95510524,91.41584001,maize
33,55,30,26.90210294,72.37375481,6.093573339,94.09006637,maize
26,50,31,25.42503041,70.36229615,5.883645718,94.65018426,maize
36,57,31,28.20660137,69.56182142,6.42703998,85.96710812,maize
28,52,30,26.98851329,71.26021791,5.841173105,88.37027435,maize
23,49,31,25.71270002,72.45902472,6.469782321,96.44418337,maize
31,53,29,28.32339922,69.41315923,5.948069196,88.38090036,maize
34,56,30,26.63211296,69.842399,5.803204999,100.2125809,maize
27,48,31,24.95693706,72.30123745,6.131358061,99.53660805,maize
35,56,31,28.00416981,71.22490386,6.410850145,84.3893509,maize
22,50,31,26.4948765,69.3865848,5.972445128,93.14588041,maize
24,49,30,27.67649352,72.35817253,6.313893185,88.50207612,maize
32,54,30,25.05249651,70.34851973,5.819196791,102.2007394,maize
37,57,31,28.27045978,69.59775952,6.479708574,82.52599605,maize
25,49,30,26.62684576,71.24124349,5.834426438,90.21799535,maize
30,52,31,27.75390633,72.30507444,6.434880412,84.71888546,maize
38,58,32,25.37597835,69.86282758,5.944616479,98.51326373,maize
21,48,29,28.38171618,71.18692543,6.463234414,86.05712852,maize
29,51,30,26.74111752,69.54997072,5.952613481,87.17422609,maize
33,55,30,25.68992087,72.3617738,6.210058561,95.63276149,maize
26,50,31,28.23768756,70.32176792,5.882270299,88.717767,maize
36,57,31,27.11341625,71.24305477,6.078046106,83.40996549,maize
28,52,30,25.50365421,69.453958,6.485881786,89.27575673,maize
23,49,31,28.35534821,72.45447224,6.014325354,84.22147686,maize
31,53,29,26.64903453,70.36181447,5.946694567,95.972701,maize
34,56,30,25.3054131,69.85300712,6.464768484,94.49972918,maize
27,48,31,27.7243935,72.29339171,5.875492368,85.70723995,maize
35,56,31,25.73980262,69.36222555,6.188359215,92.90849123,maize
22,50,31,28.01843723,71.19172825,6.265774623,89.35873002,maize
24,49,30,26.57603017,69.6709189,5.834314492,90.47158202,maize
32,54,30,27.78345617,72.36331731,6.438215939,86.31347441,maize
37,57,31,25.05874569,70.40023188,6.003597435,96.19256128,maize
25,49,30,28.11392704,71.41539947,6.493552533,91.73152665,maize
30,52,31,26.48249724,69.37603516,5.819471805,88.30559036,maize
38,58,32,27.5424272,72.30682277,6.25863992,88.47282494,maize
21,48,29,25.22182181,71.1975631,6.465133922,95.13213691,maize
29,51,30,28.38152136,69.55170311,5.958152646,92.72259018,maize
33,55,30,26.87804081,72.37433947,6.096936257,93.12471675,maize
26,50,31,25.40097767,70.36314011,5.886816798,93.64640314,maize
36,57,31,28.17151779,69.56265532,6.430312325,86.96274605,maize
28,52,30,26.96445128,71.26096069,5.84444421,87.36808695,maize
23,49,31,25.68862743,72.45959617,6.47315092,97.44083158,maize
31,53,29,28.28831673,69.41399276,5.951197617,89.4775383,maize
34,56,30,26.60805198,69.84323232,5.806373418,99.2078974,maize
27,48,31,24.93287235,72.30181091,6.13462566,100.5332559,maize
35,56,31,27.96897835,71.22563577,6.41421174,85.38498809,maize
22,50,31,26.4708138,69.38741812,5.975605575,92.14209622,maize
24,49,30,27.64141097,72.35884598,6.317156981,89.49771321,maize
32,54,30,25.02843387,70.34935304,5.822357237,101.1960555,maize
37,57,31,28.2353773,69.59859304,6.483070149,83.52163303,maize
25,49,30,26.60258399,71.24197586,5.837586899,89.2142081,maize
30,52,31,27.71882476,72.30564789,6.438153017,85.71452253,maize
38,58,32,25.35191569,69.86366091,5.947776816,97.50857965,maize
21,48,29,28.34663368,71.18765786,6.465797021,87.11276459,maize
29,51,30,26.71705482,69.55084366,5.955660926,86.17043904,maize
33,55,30,25.66585822,72.36234727,6.213321266,94.62797731,maize
26,50,31,28.20253501,70.32260124,5.885430674,89.713404,maize
36,57,31,27.08935356,71.24378716,6.081307712,82.40617834,maize
28,52,30,25.47959151,69.45479131,6.489249795,88.27196938,maize
23,49,31,28.32026764,72.45504571,6.017588371,85.217114,maize
31,53,29,26.62497194,70.36254679,5.949851047,94.96891381,maize
34,56,30,25.2813634,69.85374034,6.468136513,93.495956,maize
27,48,31,27.689311,72.29396418,5.878754974,84.70355581,maize
35,56,31,25.71574293,69.36292003,6.191438301,91.89750612,maize
22,50,31,27.98334683,71.19236817,6.268550845,90.76936938,maize
24,49,30,26.55287938,69.67181517,5.837754582,89.42880938,maize
32,54,30,27.74936021,72.3638014,6.44168343,87.31012125,maize
37,57,31,25.03468439,70.40085118,6.006877496,95.18726521,maize
25,49,30,28.0788433,71.41608477,6.496718619,92.84256643,maize
30,52,31,26.45844123,69.37689628,5.822570605,87.20669481,maize
38,58,32,27.5073476,72.30740079,6.262108635,89.5687615,maize
21,48,29,25.19786804,71.1982962,6.467701229,96.10878534,maize
29,51,30,28.34643998,69.55255845,5.961200052,94.02934035,maize
33,55,30,26.85397868,72.37492413,6.100299175,92.15936712,maize
26,50,31,25.37692493,70.36398407,5.889987879,92.64262202,maize
36,57,31,28.13643421,69.56348922,6.43358467,87.95838398,maize
28,52,30,26.94038927,71.26170347,5.847715315,86.36589955,maize
23,49,31,25.66455484,72.46016762,6.476519519,98.4374798,maize
31,53,29,28.25323424,69.41482629,5.954326038,90.57417624,maize
34,56,30,26.583991,69.84406564,5.809541837,98.20321391,maize
27,48,31,24.90880764,72.30238437,6.137893259,101.5299038,maize
35,56,31,27.93378689,71.22636768,6.417573335,86.38062527,maize
22,50,31,26.4467511,69.38825144,5.978766022,91.13831203,maize
24,49,30,27.60632842,72.35951943,6.320420777,90.4933503,maize
32,54,30,25.00437123,70.35018635,5.825517684,100.1913716,maize
37,57,31,28.20029482,69.59942656,6.486431724,84.51727001,maize
25,49,30,26.57832222,71.24270823,5.84074736,88.21042085,maize
30,52,31,27.68374319,72.30622134,6.441425622,86.7101596,maize
38,58,32,25.32785303,69.86449424,5.950937153,96.50389557,maize
21,48,29,28.31155118,71.1883903,6.468359628,88.16840066,maize
29,51,30,26.69299212,69.5517166,5.958708371,85.166652,maize
33,55,30,25.64179557,72.36292074,6.216583971,93.62319313,maize
26,50,31,28.16738246,70.32343456,5.888591049,90.709041,maize
36,57,31,27.06529087,71.24451955,6.084569318,81.40239119,maize
28,52,30,25.45552881,69.45562462,6.492617804,87.26818193,maize
23,49,31,28.28518707,72.45561918,6.020851388,86.21275114,maize
31,53,29,26.60090935,70.36327911,5.953007548,93.96512662,maize
34,56,30,25.2573137,69.85447356,6.471504542,92.49218282,maize
27,48,31,27.6542285,72.29453665,5.88201758,83.69987167,maize
35,56,31,25.69168324,69.3636145,6.194517387,90.88652101,maize
22,50,31,27.94825643,71.19300809,6.271327067,92.18000874,maize
24,49,30,26.52972859,69.67271144,5.841194672,88.38603674,maize
32,54,30,27.71526425,72.36428549,6.445150921,88.30676809,maize
37,57,31,25.01062309,70.40147048,6.010157557,94.18196913,maize
25,49,30,28.04375956,71.41677008,6.499884705,93.95360621,maize
30,52,31,26.43438522,69.3777574,5.825669405,86.10779926,maize
38,58,32,27.472268,72.30797881,6.26557735,90.66469806,maize
21,48,29,25.17391427,71.1990293,6.470268531,97.08543377,maize
29,51,30,28.3113586,69.55341379,5.964247458,95.33609052,maize
33,55,30,26.82991655,72.37550879,6.103662093,91.1940175,maize
26,50,31,25.35287219,70.36482803,5.893158959,91.6388409,maize
36,57,31,28.10135063,69.56432312,6.436857015,88.95402191,maize
28,52,30,26.91632726,71.26244625,5.85098642,85.36371215,maize
23,49,31,25.64048225,72.46073907,6.479888118,99.43412801,maize
31,53,29,28.21815175,69.41565982,5.957454459,91.67081418,maize
34,56,30,26.55993,69.84489896,5.812710256,97.19853042,maize
27,48,31,24.88474293,72.30295783,6.141160858,102.5265517,maize
35,56,31,27.89859543,71.22709959,6.42093493,87.37626226,maize
22,50,31,26.4226884,69.38908476,5.981926469,90.13452784,maize
24,49,30,27.57124587,72.36019288,6.323684573,91.48898739,maize
32,54,30,24.98030859,70.35101966,5.828678131,99.1866877,maize
37,57,31,28.16521234,69.60026008,6.489793299,85.512907,maize
25,49,30,26.55406045,71.2434406,5.843907821,87.2066336,maize
30,52,31,27.64866162,72.30679479,6.444698227,87.70579667,maize
38,58,32,25.30379037,69.86532757,5.95409749,95.49921149,maize
21,48,29,28.27646868,71.18912274,6.470922235,89.22403673,maize
29,51,30,26.66892942,69.55258954,5.961755816,84.16286496,maize
33,55,30,25.61773292,72.36349421,6.219846676,92.61840895,maize
26,50,31,28.13222991,70.32426788,5.891751424,91.704678,maize
36,57,31,27.04122818,71.24525194,6.087830924,80.39860404,maize
28,52,30,25.43146611,69.45645793,6.495985813,86.26439448,maize
23,49,31,28.2501065,72.45619265,6.024114405,87.20838828,maize
31,53,29,26.57684676,70.36401143,5.956164049,92.96133943,maize
34,56,30,25.233263,69.85520678,6.474872571,91.48840964,maize
27,48,31,27.619146,72.29510912,5.885280186,82.69618753,maize
35,56,31,25.66762355,69.36430898,6.197596473,89.8755359,maize
22,50,31,27.91316603,71.19364801,6.274103289,93.5906481,maize
24,49,30,26.5065778,69.67360771,5.844634762,87.3432637,maize
32,54,30,27.68116829,72.36476958,6.448618412,89.30341493,maize
37,57,31,24.98656179,70.40208978,6.013437618,93.17667299,maize
25,49,30,28.00867582,71.41745538,6.503050791,95.06464599,maize
30,52,31,26.41032921,69.37861852,5.828768205,85.00890371,maize
38,58,32,27.4371884,72.30855683,6.269046065,91.76063462,maize
21,48,29,25.1499605,71.1997624,6.471835733,98.0620822,maize
29,51,30,28.27627722,69.55426913,5.967294864,96.64284069,maize
33,55,30,26.80585442,72.37609345,6.107025011,90.22866787,maize
26,50,31,25.32881945,70.36567199,5.896330039,90.63505978,maize
36,57,31,28.06626705,69.56515702,6.44012936,89.94965984,maize
28,52,30,26.89226525,71.26318903,5.854257525,84.36152475,maize
23,49,31,25.61640966,72.46131052,6.483256717,100.4307762,maize
31,53,29,28.18306926,69.41649335,5.96058288,92.76745212,maize
34,56,30,26.535869,69.84573228,5.815878675,96.19384693,maize
27,48,31,24.86067822,72.30353129,6.144428457,103.5231996,maize
35,56,31,27.86340397,71.2278315,6.424296525,88.37189923,maize
22,50,31,26.3986257,69.38991808,5.985086916,89.13074265,maize
24,49,30,27.53616332,72.36086633,6.326948369,92.48462448,maize
32,54,30,24.95624595,70.35185297,5.831838578,98.1820038,maize
37,57,31,28.13012986,69.6010936,6.493154874,86.50854397,maize
25,49,30,26.52979868,71.24417297,5.847068282,86.20284635,maize
30,52,31,27.61358005,72.30736824,6.447970832,88.70143374,maize
38,58,32,25.27972771,69.8661609,5.957257827,94.49452741,maize
21,48,29,28.24138618,71.18985518,6.472484842,90.2796728,maize
