N,P,K,temperature,humidity,ph,rainfall,label
98,80,77,24.80772362440856,60.72947899294361,6.613680739767919,176.56660191105735,rice
35,56,53,24.961254570057704,76.5829490050647,7.144584938341676,149.0165791858023,sugarcane
92,51,116,23.41627371201141,74.55839622828947,6.6180606012821475,77.62840267666306,cotton
87,86,133,15.633745177645896,66.2675615284608,6.3355717584120255,185.86467812961638,coffee
31,36,133,20.667173150947946,81.07452251961328,6.359491151219755,44.679592213224666,onion
55,69,54,24.17270566298521,62.44782541200721,4.505184862773987,244.18416224229543,tea
94,27,139,28.16213402492491,86.70016025452699,6.513985470554608,76.29080668479608,cotton
61,82,115,14.922290012120978,64.65124850183233,7.472761332465796,91.94667510346817,wheat
115,68,81,13.427182078723655,69.09796544019669,6.537082427196656,46.33256208980204,onion
82,79,137,19.82625915195385,73.71795484841186,6.263034612517972,59.71900169974365,potato
84,59,81,19.194708800186728,89.08610601342477,6.657514125015942,62.05337583839379,maize
92,38,121,18.720213214995578,67.52581582039984,5.276500511497055,54.04364833085988,potato
41,20,87,26.236923548638323,73.27056689193313,6.191829887325922,65.63239740487751,tomato
133,20,45,22.6502663168391,79.713339855005,6.348538318942313,103.8023589937091,tomato
105,45,45,19.42781802878242,63.60493943416927,6.210255600059682,64.5899532906721,maize
123,81,145,23.753302698893386,60.514833054952504,6.9084110575097775,271.03694655761694,rice
62,42,39,29.542311584322473,86.60041161894142,6.282680870025142,51.07131782032693,cotton
87,20,149,23.928242684570506,64.88803281244289,5.884682496880516,92.12096391031578,maize
121,51,120,30.009492946823997,80.31505027148945,6.433417604179834,169.27505298508652,rice
72,31,96,25.383841593941412,79.54454315573363,6.048021231852094,73.69805636605669,maize
64,27,122,22.67312966454182,60.698158072074776,7.2217027238834035,64.09273873867,wheat
87,94,58,21.352676940080816,72.53838095146736,8.402741654560742,88.35803182736612,cotton
102,43,93,28.63886862887127,81.94943265898921,6.255379458844931,112.50082246080524,sugarcane
52,81,125,19.29206375921506,72.86982082125056,6.126306601687246,87.72714370423412,potato
59,36,142,22.547271352030712,84.79372398323224,6.25603968082449,113.73139370977202,tomato
129,31,90,31.05381976419264,62.73860030358401,5.798284093976037,292.50929505762076,rice
112,35,146,21.82533732532633,78.07322777703357,7.161109157037402,64.89095265169603,cotton
52,35,86,21.701969030261722,87.92787317061878,7.948496417068821,149.79656210151646,sugarcane
34,54,116,19.005073471814878,81.17494451636084,6.968651943974135,64.40150050875195,onion
137,36,131,13.925174867264971,81.0290739437736,6.072763006364194,71.09300296451781,onion
95,24,58,13.93321485493711,89.59918735503527,6.374270795756121,48.53210735334454,onion
46,90,118,26.32699864939156,70.50654740100941,7.624543586749599,83.71668915748808,cotton
68,93,119,17.972272761171887,73.03355533464814,6.12684108693657,190.52020867814173,coffee
49,91,90,22.050693870643624,82.32634970829893,6.681039427096909,41.8753235646235,onion
92,44,85,22.755331091674883,73.09007494819667,6.641687399221388,118.67404012525625,tomato
109,94,130,23.794852519838617,80.86233369319942,6.150869094179539,108.31077159546264,sugarcane
43,34,60,31.958313750293705,80.90775167591444,5.96050457844805,260.5651058764529,rice
125,35,101,17.339739784689428,63.202681978076534,6.335660064796963,38.483995194778274,onion
119,27,87,23.064552711344547,67.97813774892717,6.581035285615805,68.19649039979839,cotton
92,36,102,17.78574854657695,84.41385059120846,6.34236558627694,166.26169393448913,coffee
35,88,76,26.272588966520036,62.48245260105919,6.851993783110951,87.5793936272035,maize
62,84,47,34.80914193972417,64.51250673310585,7.18826143070427,119.04454283155107,sugarcane
88,46,78,22.544958342400243,74.06079479384911,6.207409751168832,177.3407071930706,coffee
35,88,124,26.24866124204958,87.39497256772928,5.085149532325472,258.9181266107772,tea
103,36,114,17.95598548841103,63.87478245454485,6.954051027258722,60.308731722544,onion
133,51,63,25.581627180328404,63.40672776598887,6.678932988981999,228.046155135569,rice
32,69,41,22.34747161691756,89.0392129631947,6.044204111682824,229.1817839469633,coffee
76,42,108,29.846682639443095,79.18084070922727,7.012611668798405,285.47265880149394,rice
67,69,127,19.549664824334236,76.64446825626678,6.136503136576995,86.31985163251142,wheat
67,98,59,23.598780302050862,85.87091126240236,6.759616498926113,68.82440885574228,tomato
46,93,46,16.29122194149479,73.77407268714784,6.470048862928215,74.63090469964348,potato
52,74,109,19.36712424161065,64.1648151794823,6.569049693763858,69.09400421995724,maize
54,86,125,17.369808201314363,80.02673215563081,5.258479806802445,59.61445094043354,potato
50,24,111,20.50731305128763,65.3103145283024,5.906443040508466,66.03179355503003,maize
41,65,63,19.158735584696796,69.90298539930467,6.257266211744023,65.53743517372476,tomato
115,75,123,19.412799144445742,71.31857895726218,6.002076019506918,112.09806642213522,tomato
128,71,108,17.68295322993666,87.721252773223,5.354174799676106,87.99777044687929,potato
31,45,43,15.738695459531133,63.99350785762435,6.030748258104997,92.22203363168144,potato
67,34,93,14.038648464240715,71.31852489313869,6.0301067966665896,66.10395827915892,wheat
115,63,54,28.357909211098423,77.80777360662145,5.17910231914449,268.37568579110075,tea
129,53,140,21.18159211276495,72.94978638689038,6.191370454193345,64.18879528993622,wheat
81,45,93,20.137004742020206,70.68290177693538,6.49325762439649,210.57748193568872,coffee
82,41,50,23.52859139184332,67.37873185153525,5.40170343314889,177.98505360769587,rice
84,28,148,15.258177389372564,60.547274442850835,6.045442193549633,99.86277673841971,potato
95,94,33,15.04770005757845,89.25201488835427,6.245374389629392,222.28960966217755,coffee
95,98,104,23.1445142052291,68.39937280980853,6.615594346553549,71.2226249134514,tomato
97,38,113,19.568493408160094,67.27229197245241,6.057418412369602,211.06200424416326,coffee
66,30,129,17.88577972943563,77.81649292673697,6.184615240754948,195.42679722190996,coffee
52,29,73,23.025956934953538,80.537146436395,6.175736222485313,106.94123867210102,sugarcane
46,28,104,22.25849580946703,78.18305643167515,6.63543155997317,66.40195500680616,tomato
91,79,137,26.127774394038752,87.98814201299864,7.981858952914781,110.25009050266186,sugarcane
64,20,69,24.494368956761495,61.44283931892263,6.737817378101698,101.3970443588746,maize
43,79,59,32.37699015039196,65.59214960364432,6.471383492129999,131.68792818600886,sugarcane
118,61,118,27.14683857075419,73.55845803897118,7.641347364565978,112.97672117045212,cotton
126,42,92,19.52448351083231,66.96638085440452,6.449787286637284,188.38912213732112,coffee
133,70,68,21.75347061062546,88.19496370840426,7.255416106142835,116.7452807328543,sugarcane
44,48,62,25.801149827786894,86.81677749152873,7.8657916336735925,60.61724158129258,cotton
130,46,84,23.431279855484696,66.1363377950839,6.785160205559036,224.0972230696294,rice
126,57,42,14.216949106507279,85.39356875203555,6.127488662331983,49.86436452801836,onion
34,48,76,17.044775885427466,83.15645941794736,5.018304608477067,79.92213506026135,potato
65,45,72,26.391264282995937,84.80396483427235,8.377224383692084,73.97669800249804,cotton
101,42,76,17.591366548281535,78.44850789457963,6.455926204421482,163.9116194143062,coffee
118,79,72,23.981774237254186,76.95399550767627,7.044976235815339,96.12496905886479,wheat
135,50,38,17.12065335651193,82.09332706874169,6.4015505221535225,96.27842564533881,potato
30,65,130,29.77261798443502,85.16694259337802,4.624662681203267,288.12628239260584,tea
84,59,44,18.59102433483117,61.64284916466094,6.16759862082295,230.28534485980114,coffee
55,60,64,25.97253040386415,76.12186808813769,7.839711232825521,117.31729971829806,sugarcane
120,53,120,16.783269113347107,66.73814468819945,6.67865927419904,57.04285101898999,wheat
54,90,81,17.09462724752274,87.445377032043,5.54359084867495,79.02941751390217,potato
55,47,143,20.971836348150397,65.34107900609254,6.480535158734727,164.8662727753113,coffee
115,82,90,16.660165842769704,68.9878773529943,6.154968463134305,189.7318115457598,coffee
85,81,61,22.214086455972414,78.74927961153156,6.253271136928203,101.82824066461664,maize
47,20,107,24.426532798108454,75.82943190434358,6.441347069508696,84.0543974193793,maize
80,82,33,16.63735317445744,85.85356863040552,6.473057731066817,187.3309316279753,coffee
112,53,126,13.279249912263793,64.68457792098572,6.715972228847398,62.94619709550757,onion
86,86,117,23.96113099693453,75.16523637318102,6.4876224492510515,200.89068688442865,rice
96,70,126,28.35082377175049,81.6243928893152,7.61062993471581,149.43643909777214,sugarcane
75,35,97,19.722048627886366,64.2324554633314,5.609588462410283,66.19950305533999,potato
36,93,36,21.038569197940035,85.44384286400651,6.184165334494063,93.82220379376469,wheat
31,20,76,19.371419065648766,70.07597571449506,7.23766099713399,68.15296060975453,wheat
41,39,34,20.177882173219132,83.2150356960402,4.862757894665945,279.1602029962082,tea
115,43,110,25.816211783081215,74.62293594748542,6.873462672272909,99.99276279736577,maize
110,33,38,27.41634214660867,79.00434659478442,5.644719213583006,170.90341111092363,rice
55,77,58,22.545113572634733,68.16921979558107,5.5551720296424,114.00091645923493,cotton
71,60,67,21.00763099873565,72.15744264083067,6.994929787959781,136.0101290816148,sugarcane
135,46,86,23.997475900563234,81.96553735377188,6.5014613211231955,131.65490316787236,sugarcane
100,29,74,32.57160444767444,72.13144504647073,7.541822754128541,121.10180297753436,sugarcane
83,84,80,11.355054408664119,83.12957776606436,6.102374558031137,91.85394953515147,wheat
88,58,133,26.097641762672076,74.28151206597299,7.491013496087945,115.57808175273306,cotton
85,52,65,28.097641683622903,64.86041633674753,7.683059320620087,142.32039246572788,sugarcane
102,45,95,11.598973797006577,62.254133452074264,7.092283134305405,74.77456581030992,wheat
71,44,68,15.379667051848111,62.33296032236871,5.003509085938667,98.38496941035433,potato
127,31,48,17.8313690112847,84.22290755450284,6.481049392882059,229.0013558791856,coffee
84,66,41,22.877108526405223,86.18837507629225,6.585779909127648,108.39366887168698,tomato
130,99,99,29.70865200269982,87.10091437908075,5.146664919117163,253.9762817185387,tea
138,45,76,18.3974889393909,77.64791270909794,6.799482799652668,93.34839488623078,tomato
36,33,108,21.27678240522156,68.92047022117652,6.462198097688265,247.10582451653676,coffee
122,58,128,19.786507098648833,84.86746422452032,4.537007634715493,239.44048177230798,tea
137,79,74,18.692578814662884,80.88866327634419,6.207849956521679,96.23833857643808,maize
44,23,122,24.92482762620812,82.13567300719575,5.020168109878732,214.02255849822967,tea
84,61,63,10.319041162755807,86.24105018052597,6.793405701040818,96.95338492564481,wheat
68,65,145,18.474154523795058,62.65630231840854,5.845116127847513,83.98906634282524,maize
137,29,59,17.08883391083667,72.6407100683121,6.1063734523833375,61.938857288415115,potato
74,33,149,20.585150924886737,68.8892436136797,6.080329301259892,62.104659481818096,maize
82,98,102,23.094675986791152,71.74890421621068,5.311093893242141,293.4623546339137,rice
90,62,99,34.73495772620122,86.52596934394509,7.201596892884396,145.18619835876353,sugarcane
54,90,81,10.97479614224341,72.04740709276463,7.256738602924868,61.52845979025095,wheat
138,93,136,19.588752288049573,66.61458627210526,6.023725914573105,98.97922367833766,maize
34,24,83,23.7219236712673,86.51357654890276,6.4638761415976065,249.49078226464354,coffee
64,69,111,20.656226798591714,64.61687719019565,6.815833124990617,41.22202859183304,onion
118,92,97,17.900431039189055,62.74460512193264,6.31619129394557,63.2800021294353,potato
96,44,127,25.759148555389054,84.28548224174634,6.524193584511218,93.05144223654835,tomato
117,98,67,13.896306756404893,81.70260341065755,6.7438136026181565,54.0523107953824,wheat
106,59,74,27.20879865989972,77.77223353978553,7.649361931850298,117.39046039510966,sugarcane
69,96,138,21.008648784305528,75.63780936541245,7.302241206077321,62.26427661276673,wheat
42,64,118,26.370813154587648,63.17502281485752,6.55919259043167,71.35329238710035,tomato
136,64,87,26.982050131549755,86.37214440684394,6.01029034150943,140.997345870405,sugarcane
59,58,60,20.01680167220164,76.68545205119271,7.51327160756987,112.9344165348954,sugarcane
125,32,75,14.896503647549395,76.79532936926489,6.173765785170387,68.83476809933994,wheat
138,54,141,15.534903194134792,82.83083707506084,5.811899868014166,98.14960019294973,potato
122,41,97,22.606302129613503,83.12562325622969,7.894595776512676,108.31887934661361,sugarcane
46,29,147,18.11294751257661,78.62746553302432,6.022871016906256,237.15368061523765,coffee
128,71,105,21.221282248129214,60.663706545869914,6.470830657448624,84.2050233283266,cotton
104,77,116,22.013124357390737,68.20879998844998,6.996549400189253,81.30906511179865,maize
68,34,148,25.43328689219907,68.95123292969978,6.671957731737978,106.36936680100827,tomato
51,94,56,28.812488902790637,88.89709960320396,5.593906941242548,101.18890468815799,cotton
88,25,48,24.11322803523005,89.51932943879484,6.818668012630086,144.70496018395673,sugarcane
90,54,93,23.021842202357966,81.44772120606743,6.844125429515074,73.57662300512564,wheat
89,65,118,19.343115839778054,83.29790558375225,6.156382766966078,92.23916140584438,potato
100,22,122,22.181203899141487,60.975785384737556,8.26254354344706,93.16552201645166,cotton
123,97,100,19.126672129822953,80.56695861686914,6.3442447159195705,72.0314836020202,tomato
89,82,115,23.23774261722959,68.06980213305293,6.638047280509751,78.62171753541443,tomato
101,40,47,28.80456626359325,71.86635251639906,7.436749629676725,258.2831441890403,rice
62,60,37,24.518567773137708,82.47484917303849,6.116737659228116,66.16754426955994,tomato
115,39,62,20.036838151382227,60.29312542257551,6.163230654121996,201.77116433847115,coffee
134,96,59,22.332031087913666,62.35735491465062,5.99230819050399,169.90736310645906,rice
119,65,143,27.321610920147997,61.23550485837815,5.170385458354412,292.73249615329905,tea
35,28,35,23.549441236762267,78.38832524596818,6.158603063604777,106.76009076497299,maize
79,81,113,16.69725096271403,84.44475341239537,5.120172269577012,94.74083280302638,potato
35,77,51,25.070864560664702,79.30733085589574,7.07920798280834,101.21126652287323,cotton
41,31,42,17.18918392864431,78.47226065826729,6.493526156721993,73.50912963483326,wheat
122,72,84,15.218308288536806,64.85017632440407,5.0312917089373075,82.6631509618665,potato
125,75,134,27.399152701756993,62.4457946865728,6.806522722247664,111.02805624611617,sugarcane
92,98,126,22.564071656492402,65.22580009734762,6.480390275743488,191.5907366146941,coffee
49,56,33,18.676751493328762,83.0317166420034,5.757267322839526,77.16502616816442,potato
125,55,146,21.559636528641136,78.18566140683515,6.5172682783070375,99.64780473028158,maize
71,77,147,20.387265444993474,71.51541455603389,4.9658128070202485,275.3997095671814,tea
128,45,37,26.053101830857436,78.05566150986026,6.581351333065765,205.92729557834016,rice
66,88,67,17.384167846720523,67.4169322320953,7.306124851908767,72.26526275013327,wheat
132,21,132,15.817619362925115,71.73244609955282,6.454118483502931,62.90667163505638,potato
34,84,69,28.980709701501613,71.89979329030686,6.474055714216672,111.73370191307755,sugarcane
96,33,109,18.717513434116192,70.11009529293858,6.82888336588261,51.54437618309029,onion
37,62,105,27.360994951969012,65.0112572370285,6.002857648864953,52.56699988534801,cotton
76,95,66,31.72685494767544,81.16156782336611,6.892737293025171,143.21080888370844,sugarcane
137,80,49,17.427746503652905,61.712605682679445,6.265584764000516,243.66056922949616,coffee
64,89,130,31.33875017527905,69.48468314930251,6.268087021720981,156.2359288575588,rice
49,72,143,23.6163056607965,60.148199428032285,6.951811785423239,61.95599689077502,onion
68,75,140,22.695570419725918,70.27960464362747,6.425795991061039,67.54449070839892,tomato
109,69,135,27.59609026507208,64.87145683986962,6.0650472512968046,101.15806324096135,cotton
34,66,63,20.95469115334032,89.35893862201591,6.187148383569896,151.75159908620623,coffee
46,45,37,22.96913253932555,83.05558093571373,6.169664728614859,89.77551858482016,wheat
62,20,48,29.46787820704258,84.80516651135632,7.5009145509727215,90.40296656982237,cotton
93,89,92,24.65761276331976,72.20723882168612,7.3061301755058885,89.11927420291367,wheat
104,87,127,21.637262894859298,69.81099484689716,6.534074708450868,108.47075651647552,tomato
42,42,112,23.033509383108566,71.2701675564518,6.445303911840421,82.45373293971966,wheat
44,84,105,29.147477082480417,76.90316782045376,6.760839408465595,127.42498608257384,sugarcane
78,54,73,22.14667057046264,77.61185123103454,5.421110962856799,246.38639534207846,rice
75,28,32,18.135454974696074,88.54435678997973,7.270751042058861,95.7118257975735,wheat
54,31,34,17.387050589865908,77.40517107681997,6.533602546726878,60.39525463967223,onion
99,65,143,25.732363606489116,75.63702397456004,5.322393418817058,214.629313730705,tea
44,44,65,33.9055181719446,61.80802170868682,7.868872053611028,117.58113436198173,sugarcane
107,87,141,17.84627086872677,80.10288103832825,7.394408816132984,76.61301066695201,wheat
45,55,59,18.580753371115968,68.17872002200602,5.620323652288027,56.09430466684738,potato
124,93,68,22.877450755005903,81.27138785167298,4.6068769230947435,235.09683294433552,tea
85,55,113,18.319002113919172,84.17977649325474,6.5502265421562615,32.170626642740956,onion
76,32,148,20.017837263726275,75.45525511001195,6.593538569123147,69.68719251902581,onion
117,61,101,21.46939170276847,76.69911173810152,6.255644997809272,45.10302509173975,onion
48,79,68,18.337749496457352,62.86605941504005,5.93578898701486,72.58838393686145,potato
98,66,78,21.053106174162732,85.88391232629685,6.325109700136164,54.78572777600809,wheat
44,54,121,23.0927924677764,79.1388237994791,6.513767695291429,131.60077430102092,sugarcane
54,21,93,19.227957773010598,80.85433662142782,6.323455014483434,85.69197689553688,tomato
70,94,132,20.11635036711331,84.56121171357698,5.103219410213372,200.58406991331304,tea
138,55,133,24.679347562885752,77.8725218456687,4.9011879140389825,205.0434118807201,tea
70,87,42,19.671538118174432,62.02837690776645,6.4001782539111804,173.3712081910433,coffee
37,91,79,30.20197896655177,66.92487567462037,6.913717289760737,109.51624314095339,sugarcane
116,63,31,15.44416407768988,89.86441472112772,6.669528526796463,66.67847747361002,wheat
73,77,65,23.654991623593318,79.04880136773099,6.377418909970424,167.04779381739175,coffee
91,49,84,21.317796617847705,70.42714572716946,6.664911724487218,69.77249803948646,onion
121,24,113,28.90501451886443,76.19871390841679,5.342033294376421,228.14369659080631,tea
51,91,132,22.782175728301862,78.25459237979373,6.253419215910242,165.93040206189804,coffee
126,42,143,24.075070517072287,71.42728576532961,6.538965305767011,66.7338732538086,cotton
104,86,81,24.797035384714793,88.271610573067,7.183341654309619,174.26463170281644,rice
72,34,115,20.099178259542768,71.73128289174524,6.250576499591005,189.7178777429211,coffee
111,64,64,21.068734257681434,75.97443577678278,6.360711033664366,164.12780492755059,coffee
81,33,102,19.837919667696227,60.686814749283606,4.653791149668031,183.5421651744467,tea
111,29,54,26.176470154469627,74.38063320413555,6.441183073582288,92.44596611033629,cotton
139,99,83,30.29332405141284,69.52594343630211,7.381993819003236,273.78011511233524,rice
127,27,50,20.387178604242305,64.05498867464468,7.926230223178347,127.47647679475085,sugarcane
47,79,92,26.767436832211857,66.48114547528799,7.358763864693489,95.51407646787074,cotton
60,24,112,19.726042100326744,66.35266051996435,6.3815219044226374,97.71267721719315,maize
108,92,116,16.19590052107963,64.26748106061589,5.182077409133643,65.16375737837978,potato
36,99,45,18.560626183170566,75.2826638444937,6.996036224623572,100.69851347530094,maize
81,71,65,22.905621958674775,72.78250151671115,4.6307103767402,282.99063228606997,tea
36,46,121,22.334713618813762,65.30661435431563,6.264494512402757,108.19111377411755,maize
31,81,120,21.278709324359028,83.71013207580444,5.082148229779972,252.14622408573666,tea
68,24,94,16.61750197455737,85.02910097864303,5.943948209016105,59.942813888764796,potato
74,51,65,25.57112851475211,67.9755340996294,7.292180246925016,124.96669174893091,sugarcane
55,87,63,19.8701389033509,82.12071232163399,4.976018129368766,206.3832427718654,tea
58,57,71,28.06514889453351,86.76254066820704,8.366004059511784,105.08323703787066,cotton
70,20,31,21.938428116498528,67.64011866138154,6.672697263540738,62.3055809377395,tomato
50,47,104,17.47726051730491,71.59046729544946,5.675186648629639,61.34823471826821,potato
89,64,112,23.05693479906274,89.64825813000394,6.108182718609045,157.17462305911582,rice
116,62,30,15.360421679993367,62.13770183295776,5.018162712852331,97.82506991497401,potato
133,77,60,24.44803371931483,70.49109689237548,7.549307062362364,133.0685305535207,sugarcane
136,77,34,22.94654439347032,84.91603369214519,5.8824553990219215,81.21484429424441,maize
124,27,133,28.24663568854264,71.45818918958688,5.514218155488888,168.20796272391095,rice
107,60,118,25.772719199242424,61.25853670294909,8.405466332783151,105.90999341582022,cotton
31,32,82,19.60148590609704,75.62304425502639,5.924749590342625,57.83192184869041,potato
44,36,69,19.583847332528023,62.85035096976914,6.375992889941312,57.5045970229078,onion
118,41,145,15.647619830157554,63.64504128902754,6.1974704898599375,74.34624501046348,onion
50,51,123,19.30684998181718,85.39543016070834,6.378389800459331,62.612051008668075,potato
37,65,133,28.367198382666047,65.41783794525902,6.1077164139960525,116.00299162604918,sugarcane
136,41,121,15.388563622173105,64.94444447188312,6.065864386727281,222.59799099852955,coffee
124,98,144,12.26014161564816,70.2715090810064,6.620124673942892,87.90925055382687,wheat
85,22,92,23.05930712558493,64.54708114763021,5.234392301613892,236.57591749313252,rice
130,27,135,23.022380926340702,84.3525665059713,6.593369649210344,112.8870467805013,tomato
133,83,135,26.91804281500221,69.32786790022662,7.727044151717528,107.05828691362575,cotton
70,32,38,18.31339771198025,60.15688840628738,7.141486140042141,51.76556774701196,wheat
107,33,63,29.586763901110047,80.35136468565426,6.890661644728631,276.2955557245063,rice
85,77,33,18.468382947426257,79.30095539735353,6.390199888073637,171.72090976912105,coffee
66,73,133,14.962098427380628,60.87214141031861,6.166885117854871,39.06596399627526,onion
46,90,33,25.590987412489426,81.70214296836859,5.812412073760862,65.78071288245857,cotton
33,43,63,26.394320690966403,78.06436932157443,5.568798433804126,72.54756029604299,cotton
51,43,138,24.71332687932307,89.45907571338435,6.051810393827691,101.25653338330577,maize
77,64,129,19.101390815926603,82.06516819462612,6.083029118972425,78.57110009365229,maize
121,66,104,29.336158300423126,68.98330531475659,5.433700185664893,245.63298967053447,rice
76,34,99,29.920137886391736,82.41658763226113,7.719959160056836,116.52189270514143,cotton
90,29,79,22.479411664552618,81.00755878333563,7.171620291943804,129.32395460943536,sugarcane
110,70,146,15.50522493074589,85.58184059627133,6.112770664962866,187.6914164736372,coffee
113,68,50,26.87280330106839,74.48906616256066,6.266959944831887,104.03007568785623,sugarcane
68,54,30,26.703195951451534,60.21087611440858,4.557280251077623,183.78355534027347,tea
60,43,118,26.60953158975112,62.06874049069263,6.045643776921003,76.93122448159201,tomato
64,74,121,26.80689903902406,89.24503958343335,4.871207093889998,214.3330318291558,tea
106,89,73,19.407436239631032,85.59268870210951,6.037200469152053,97.18196641196494,tomato
50,87,79,21.69986042340636,70.42029978776529,6.719866676549818,61.30940380652937,tomato
104,39,117,17.80084091730921,88.10467386099276,5.078386818929036,70.93966595370807,potato
66,77,50,20.30877056199823,79.62523804422223,6.1584781062077925,93.9198152742966,tomato
118,31,90,19.026862063991402,64.53740486204804,6.070380315941482,72.5483330670149,maize
115,52,110,29.70775233001659,66.82228487584136,4.9039778763265485,231.38187050931344,tea
115,68,46,24.193502412929238,66.78441154769823,5.34691872808856,214.29458204557136,tea
31,41,141,23.241356797779613,62.92687530717899,7.723973816808544,123.00811322442198,sugarcane
115,95,117,26.804552023764995,63.35807781064591,4.8559733737948525,296.7092726960293,tea
92,68,93,21.057997244056967,86.1640710006743,6.453817310901419,97.92125089345555,maize
115,34,149,22.13628404513352,79.78888099184226,5.984859433857614,67.88453412589233,cotton
69,77,57,24.948112286789915,60.81502263676679,6.052163673008393,87.83588260873996,tomato
73,61,145,18.991720941121642,71.15798003750595,5.677545228847524,69.86906952426583,potato
98,70,40,19.8338981321492,75.69988893584224,6.144565549701491,99.64272095169197,maize
130,91,84,26.78407191905181,65.87522437760757,8.190873791270603,86.41333662760881,cotton
99,31,31,23.85085509360774,85.71537770996258,8.2184297642973,69.38331411644663,cotton
131,52,121,16.01007834201245,65.52674517714078,6.340984565011805,82.7146276162481,potato
33,89,139,21.25196127484075,86.47249105222016,7.607207070883071,125.26033867883191,sugarcane
92,40,59,28.346712732539416,64.97864685887355,7.20481939576161,214.12345318809227,rice
56,88,54,16.395457296900407,60.88092477307177,5.322958446221486,181.46294215255222,tea
128,80,121,32.87265579735746,84.57190541584968,7.081587509971088,135.51213993116556,sugarcane
40,85,76,23.865011268357833,69.42182384978196,6.203457584942654,109.15530629228766,tomato
50,47,149,13.958974146150142,81.57232342061567,6.420118727847725,75.26799371389352,onion
76,77,104,23.860328263935067,78.62785702435293,6.222849935931585,102.072377654238,maize
62,35,63,20.92593613888529,80.58981590058292,5.8835693777948865,68.74407185879797,maize
49,20,101,18.654037844490148,62.31234035854382,6.27230407413334,111.98319085508052,tomato
44,82,50,15.298704191061836,69.11839203722171,6.326581395265642,243.83048184484826,coffee
68,28,128,22.590938900782533,86.96542164540742,6.626921368896868,281.13400862075275,rice
88,65,67,18.40095574385266,71.448358196016,4.628848712000255,211.91416938990392,tea
54,59,117,21.2445751448176,88.98730232120394,5.882361878268607,99.53818284314332,cotton
32,61,48,25.244160991572947,60.540196668013635,6.955372428488831,96.33354960351616,maize
48,66,145,16.688705856179055,81.11057932382387,5.04069847664491,164.48017052931613,tea
93,52,149,20.55445602321168,84.73604424261097,6.059392698390709,73.58108966048916,tomato
97,87,121,25.670374869520632,80.03414049679219,6.474577256085907,113.53814988837914,tomato
45,81,142,19.279355075359746,72.87547780189071,4.767776675488334,268.37412698830974,tea
50,88,77,32.470602715785645,77.96935524531631,6.229865994119134,104.69286424116781,sugarcane
